TimeStamp,Electricity,id,Station Name,Station ID,Exit Name,Exit ID
2021-12-24 00:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 01:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 02:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 03:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 04:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 05:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 06:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 07:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 08:00:00,1,3680429,الحرج,7,جلول,248
2021-12-24 09:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 10:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 11:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 12:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 13:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 14:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 15:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 16:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 17:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 18:00:00,1,3680429,الحرج,7,جلول,248
2021-12-24 19:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 20:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 21:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 22:00:00,0,3680429,الحرج,7,جلول,248
2021-12-24 23:00:00,0,3680429,الحرج,7,جلول,248
2021-12-25 00:00:00,0,3680585,الحرج,7,جلول,248
2021-12-25 01:00:00,0,3680585,الحرج,7,جلول,248
2021-12-25 02:00:00,0,3680585,الحرج,7,جلول,248
2021-12-25 03:00:00,0,3680585,الحرج,7,جلول,248
2021-12-25 04:00:00,0,3680585,الحرج,7,جلول,248
2021-12-25 05:00:00,0,3680585,الحرج,7,جلول,248
2021-12-25 06:00:00,0,3680585,الحرج,7,جلول,248
2021-12-25 07:00:00,0,3680585,الحرج,7,جلول,248
2021-12-25 08:00:00,0,3680585,الحرج,7,جلول,248
2021-12-25 09:00:00,0,3680585,الحرج,7,جلول,248
